GeneID	Length	ORF1_1_mapped_reads(7655775)	ORF1_1_IPTG_mapped_reads(7178582)	ORF1_2_mapped_reads(7706927)	ORF1_2_IPTG_mapped_reads(7070827)	Svi3_3_1_mapped_reads(8018710)	Svi3_3_1_IPTG_mapped_reads(8299205)	Svi3_3_2_mapped_reads(7313736)	Svi3_3_2_IPTG_mapped_reads(8344539)	WT1_IPTG_mapped_reads(8074159)	WT2_IPTG_mapped_reads(8103887)	ORF1_1_coverage	ORF1_1_IPTG_coverage	ORF1_2_coverage	ORF1_2_IPTG_coverage	Svi3_3_1_coverage	Svi3_3_1_IPTG_coverage	Svi3_3_2_coverage	Svi3_3_2_IPTG_coverage	WT1_IPTG_coverage	WT2_IPTG_coverage	ORF1_1_rpkm	ORF1_1_IPTG_rpkm	ORF1_2_rpkm	ORF1_2_IPTG_rpkm	Svi3_3_1_rpkm	Svi3_3_1_IPTG_rpkm	Svi3_3_2_rpkm	Svi3_3_2_IPTG_rpkm	WT1_IPTG_rpkm	WT2_IPTG_rpkm	Symbol	Description	KEGG Orthology	GO Component	GO Function	GO Process
b1850	642	1878	1660	1820	1676	1875	1276	1647	1340	1767	1903	99.53%	99.69%	99.84%	99.69%	99.53%	99.69%	99.69%	99.69%	99.69%	99.84%	382.095038694295	360.192275010784	367.836748126989	369.206020782509	364.218277960364	239.485461656866	350.767454656234	250.130943642329	340.882121419473	365.771938185794	eda	multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase; 	K01625|1|6e-115|416|sbc:SbBS512_E2125|2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	GO:0016020//membrane;GO:0005829//cytosol	GO:0008674;GO:0008700//4-hydroxy-2-oxoglutarate aldolase activity;GO:0008676//3-deoxy-8-phosphooctulonate synthase activity;GO:0008948//oxaloacetate decarboxylase activity;GO:0008675//2-dehydro-3-deoxy-phosphogluconate aldolase activity	GO:0008152//metabolic process
b2291	600	214	226	234	244	359	294	211	177	272	252	98.83%	99.67%	99.17%	99.17%	99.67%	98.83%	99.67%	99.67%	99.33%	99.5%	46.5879243664641	52.4709011705469	50.6038269208986	57.5133102063827	74.6171557935545	59.0417997868471	48.0830408243703	35.3524622510602	56.1461984255367	51.826981299221	yfbR	5'-nucleotidase; 	K08722|1|1e-107|392|elp:P12B_c2385|5'-deoxynucleotidase [EC:3.1.3.89]	GO:0005737//cytoplasm	GO:0050897//cobalt ion binding;GO:0008253//5'-nucleotidase activity;GO:0008081//phosphoric diester hydrolase activity;GO:0000166//nucleotide binding	GO:0006226//dUMP biosynthetic process
b0561	438	22	19	9	12	7	10	21	6	15	17	93.38%	97.72%	86.76%	88.81%	86.76%	74.66%	91.78%	53.65%	91.55%	85.62%	6.56083943196908	6.0428362361522	2.66616580194408	3.87468966133277	1.99305563610822	2.75099244184359	6.55550124853455	1.64162815189507	4.2415037086173	4.78940357733614	tfaD	-	-	-	-	-
b1679	417	156	364	181	217	132	153	170	160	152	168	97.6%	99.04%	97.84%	97.84%	96.88%	99.04%	99.04%	98.8%	99.04%	98.8%	48.8651664167848	121.598064723238	56.3198221280369	73.5958740109981	39.4760207801415	44.2098339323036	55.7408499447165	45.9813352856939	45.1450600967075	49.714130742658	sufE	sulfur acceptor protein; 	K02426|1|4e-66|253|ecoh:ECRM13516_2077|cysteine desulfuration protein SufE	GO:0005737//cytoplasm	GO:0008047//enzyme activator activity;GO:0005515//protein binding	GO:0043085//positive regulation of catalytic activity;GO:0016226//iron-sulfur cluster assembly;GO:0006790//sulfur compound metabolic process
b3717	588	84	62	78	63	218	131	86	84	138	123	96.43%	95.24%	95.41%	95.92%	98.3%	97.62%	96.94%	97.96%	98.47%	98.47%	18.660049813003	14.6884408189178	17.2121860275165	15.1528042112835	46.235404363012	26.8446333891329	19.9977827202623	17.1198364411914	29.0672845990549	25.812757935715	cbrC	UPF0167 family protein; 	K09925|1|7e-113|409|edj:ECDH1ME8569_3605|uncharacterized protein	-	-	GO:0030153//bacteriocin immunity
b1224	3744	163	125	110	167	268	235	181	120	204	229	91.29%	91.69%	93.14%	91.4%	99.44%	97.65%	97.14%	90.36%	99.73%	95.43%	5.68672992431528	4.6508839958577	3.81219932151192	6.30827212357209	8.9267720844371	7.563024894203	6.61003037216781	3.8409889451391	6.74834115691547	7.54755463822853	narG	nitrate reductase 1, alpha subunit; 	K00370|1|0.0|2593|elp:P12B_c1911|nitrate reductase alpha subunit [EC:1.7.99.4]	GO:0005886//plasma membrane;GO:0031224//intrinsic component of membrane;GO:0009325//nitrate reductase complex	GO:0016651//oxidoreductase activity, acting on NAD(P)H;GO:0009055//electron carrier activity;GO:0005515//protein binding;GO:0030151//molybdenum ion binding;GO:0051539//4 iron, 4 sulfur cluster binding;GO:0008940//nitrate reductase activity	GO:0009061//anaerobic respiration;GO:0017004//cytochrome complex assembly;GO:0042128//nitrate assimilation;GO:0022900//electron transport chain
b0182	1149	2255	1703	2151	1452	1757	1907	2323	2319	2858	3029	99.74%	99.83%	99.83%	99.48%	99.56%	99.91%	99.74%	99.74%	99.48%	99.91%	256.35238146062	206.469522617069	242.906499981819	178.721325214373	190.69847739118	199.983503301038	276.433009132224	241.867976457668	308.066800607019	325.30135180766	lpxB	tetraacyldisaccharide-1-P synthase; 	K00748|1|0.0|715|ssj:SSON53_01035|lipid-A-disaccharide synthase [EC:2.4.1.182]	GO:0019897//extrinsic component of plasma membrane	GO:0005543//phospholipid binding;GO:0005515//protein binding;GO:0008915//lipid-A-disaccharide synthase activity	GO:0009245//lipid A biosynthetic process
b0568	2973	584	424	456	435	554	568	586	452	663	678	99.56%	99.33%	99.8%	99.83%	99.7%	99.36%	99.56%	99.63%	99.43%	99.76%	25.6583530560229	19.8669995412803	19.901631845524	20.6930323235153	23.2386207396536	23.0206156626847	26.9502890211725	18.2196981163571	27.6198503859225	28.1411219394165	nfrA	bacteriophage N4 receptor, outer membrane subunit; 	K11739|1|0.0|1932|elp:P12B_c0551|bacteriophage N4 adsorption protein A	GO:0005886//plasma membrane;GO:0009279//cell outer membrane	-	-
b0769	1053	4	12	15	8	12	14	10	10	2	4	32%	56.89%	66.67%	63.25%	56.03%	57.93%	58.97%	54.99%	11.02%	32.38%	0.496183660744619	1.58750173725276	1.84833906497548	1.07446285005619	1.42117764528352	1.60200243621889	1.29847128243935	1.13807079855973	0.23523629305152	0.468746721830787	ybhH	putative PrpF family isomerase; 	K09788|1|0.0|691|sft:NCTC1_00906|uncharacterized protein	-	-	-
b3027	333	4	4	2	4	2	3	4	7	8	10	67.87%	71.17%	46.25%	74.77%	31.23%	64.26%	61.26%	92.49%	68.47%	70.27%	1.56901319748974	1.67331264196913	0.779299713881552	1.6988128845483	0.748999029271043	1.08552674732206	1.64239070319355	2.51913509194708	2.97542122021922	3.70563286852717	ygiZ	inner membrane protein; 	-	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	-	-
b2161	1251	26	18	18	27	31	24	16	31	32	20	81.85%	72.82%	76.42%	93.21%	89.93%	53.24%	80.98%	85.85%	80.82%	63.95%	2.71473146759915	2.0043637042292	1.86695542965868	3.05236343824416	3.09029455602117	2.31162530364986	1.74873254728522	2.96962790386773	3.1680743927514	1.97278296597849	nupX	nucleoside permease; 	K16325|1|0.0|759|ecoh:ECRM13516_2863|nucleoside permease	GO:0005886//plasma membrane;GO:0016021//integral component of membrane	GO:0005415//nucleoside:sodium symporter activity;GO:0001882//nucleoside binding	GO:0006810//transport
b3407	2322	3295	2747	3303	2676	1058	1996	2509	2856	2768	2746	99.87%	99.78%	99.91%	99.91%	99.7%	99.96%	99.83%	99.87%	99.87%	99.66%	185.35488756973	164.800216683236	184.571700258098	162.987268725675	56.8223178291555	103.576642562311	147.740364486015	147.398695147415	147.640862252893	145.930120429495	yhgF	putative transcriptional accessory protein; 	K06959|1|0.0|1485|edj:ECDH1ME8569_3286|protein Tex	-	GO:0016788//hydrolase activity, acting on ester bonds;GO:0003723//RNA binding	GO:0006139//nucleobase-containing compound metabolic process
b0136	597	38	35	25	25	43	40	36	28	25	38	89.95%	92.96%	67.84%	97.15%	91.46%	89.11%	98.83%	98.49%	88.94%	95.81%	8.3141930490097	8.16685881162067	5.4335595628676	5.92236903846927	8.98234262992635	8.07326425144048	8.24496639442392	5.62058281821359	5.18642832041981	7.85445197962191	yadK	putative fimbrial-like adhesin protein; 	-	GO:0009289//pilus	-	GO:0043709
b0723	1767	6419	4493	9173	5428	5704	5065	8015	6555	6848	6667	99.94%	100%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	99.94%	474.50595260196	354.210314406099	673.586847685346	434.443273957312	402.567267732415	345.38733460423	620.194195652247	444.563494682551	479.987474805348	465.586660632638	sdhA	succinate dehydrogenase, flavoprotein subunit; 	K00239|1|0.0|1145|sbo:SBO_0581|succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	GO:0045282//plasma membrane succinate dehydrogenase complex	GO:0050660//flavin adenine dinucleotide binding;GO:0009055//electron carrier activity;GO:0005515//protein binding;GO:0008177//succinate dehydrogenase (ubiquinone) activity	GO:0006099//tricarboxylic acid cycle;GO:0022900//electron transport chain
b2100	966	146	158	110	112	136	121	151	148	149	190	96.89%	99.38%	99.07%	98.34%	97.52%	99.07%	98.86%	98.55%	98.65%	98.86%	19.7417918311481	22.7845940332721	14.7752321529406	16.3972374073793	17.5572815929746	15.0928672290711	21.3727566585615	18.3604042992487	19.1034516930146	24.2707444711919	yegV	putative kinase; 	K00852|1|2e-12|76.6|acj:ACAM_0007|ribokinase [EC:2.7.1.15]	-	GO:0004747//ribokinase activity	GO:0016310//phosphorylation;GO:0006014//D-ribose metabolic process
b2442	1209	472	439	613	489	548	466	522	498	449	499	99.75%	99.75%	99.83%	99.83%	99.67%	99.26%	99.92%	99.5%	99.42%	99.92%	50.9948755849147	50.5824142248843	65.7889459449658	57.2021492310157	56.5261947301477	46.4433056509355	59.034368563549	49.3629030884973	45.9962835590899	50.9308434131145	intZ	CPZ-55 prophage; putative phage integrase; 	K14260|1|2e-08|64.3|lhk:LHK_02491|alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	-	GO:0003677//DNA binding	GO:0015074//DNA integration;GO:0006310//DNA recombination
b3240	1968	154	131	135	86	195	174	178	161	197	188	97.97%	99.19%	94.72%	97%	99.54%	99.14%	98.27%	97.71%	99.49%	99.49%	10.221307773586	9.27272832579004	8.90076693027062	6.18020876368067	12.3567713327528	10.6533859744809	12.3667513390618	9.80389007582455	12.3977774052084	11.7879796799428	aaeB	p-hydroxybenzoic acid efflux system component; 	K03468|1|0.0|1217|edj:ECDH1ME8569_3128|p-hydroxybenzoic acid efflux pump subunit AaeB	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	-	GO:0046942//carboxylic acid transport;GO:0042221//response to chemical
b0709	1482	1317	166	774	755	1206	1134	1069	1054	1218	1419	99.73%	98.52%	99.8%	98.92%	99.8%	99.73%	99.93%	99.8%	99.8%	99.93%	116.077597318539	15.6034710227344	67.7659469822061	72.0490960473534	101.483303696759	92.1994560002817	98.6257279606498	85.2295231195075	101.789220174898	118.151928641467	dtpD	dipeptide and tripeptide permease D; 	K03305|1|0.0|949|elp:P12B_c0679|proton-dependent oligopeptide transporter, POT family	GO:0005887//integral component of plasma membrane	GO:0015333//peptide:proton symporter activity;GO:0042936//dipeptide transporter activity;GO:0016787//hydrolase activity	GO:0042938//dipeptide transport;GO:0015031//protein transport
b4397	474	252	289	284	247	660	359	392	238	384	416	99.58%	99.58%	99.58%	99.58%	99.58%	99.58%	99.58%	99.58%	99.58%	99.58%	69.4437296838339	84.9338548128601	77.74254487469	73.6967608475645	173.644521786065	91.2598214220188	113.075481451516	60.1722521329639	100.335723172962	108.298293251336	creA	putative periplasmic protein; 	K05805|1|9e-84|311|sdz:Asd1617_06137|CreA protein	-	-	-
b2883	1320	200	187	197	156	176	271	187	188	246	236	97.95%	97.73%	98.26%	98.71%	99.55%	99.02%	96.89%	99.24%	97.73%	98.86%	19.7909619228819	19.7346309712234	19.3647123220999	16.7140022209309	16.6277784498172	24.7376743077235	19.369945355789	17.0679581489454	23.0814919998029	22.0619905963495	guaD	guanine deaminase; 	K01487|1|0.0|900|elh:ETEC_3077|guanine deaminase [EC:3.5.4.3]	-	GO:0018756;GO:0008892//guanine deaminase activity;GO:0008270//zinc ion binding	GO:0006147//guanine catabolic process
b1483	927	143	86	112	122	126	146	117	79	128	175	99.35%	99.14%	98.92%	99.03%	98.27%	96.98%	95.79%	99.24%	97.84%	99.46%	20.1496330774714	12.9234971522955	15.6767864773066	18.6127217496384	16.9506479342796	18.9773964046401	17.2570615391381	10.2128042631919	17.101450120095	23.2951192463237	ddpF	D,D-dipeptide permease system, ATP-binding component; 	K02032|1|2e-174|615|edj:ECDH1ME8569_1426|peptide/nickel transport system ATP-binding protein	GO:0005886//plasma membrane	GO:0005524//ATP binding;GO:0016887//ATPase activity;GO:0015197//peptide transporter activity	GO:0006200//ATP catabolic process;GO:0015833//peptide transport;GO:0015031//protein transport
b1045	534	213	150	193	273	280	302	191	197	212	195	98.88%	99.44%	98.88%	98.88%	99.63%	99.06%	99.44%	99.63%	98.88%	99.81%	52.1013750396768	39.1301341134634	46.8958926137205	72.3021444388584	65.3901399711911	68.1442464863862	48.9049512618069	44.2102143303426	49.1696714566003	45.060912044534	ymdB	O-acetyl-ADP-ribose deacetylase; RNase III inhibitor during cold shock; putative cardiolipin synthase C regulatory subunit; 	K07478|1|3e-33|144|tmx:THMC_0520|putative ATPase	-	GO:0001883//purine nucleoside binding;GO:0061463;GO:0008428//ribonuclease inhibitor activity;GO:0016740//transferase activity;GO:0019899//enzyme binding	GO:0042278//purine nucleoside metabolic process;GO:0060701;GO:0006950//response to stress
b0260	1404	855	7278	1727	5473	190	7624	163	6632	193	191	99.72%	99.93%	99.86%	99.93%	97.22%	99.93%	91.88%	99.93%	99.15%	99.5%	79.5444431131217	722.114852732849	159.604078260632	551.300172971019	16.8764845377418	654.303566449971	15.873811427821	566.076415203611	17.0252267096037	16.7869919755651	mmuP	CP4-6 prophage; putative S-methylmethionine transporter; 	K16235|1|0.0|904|edj:ECDH1ME8569_0248|S-methylmethionine transporter	GO:0016021//integral component of membrane;GO:0005886//plasma membrane	GO:0000100//S-methylmethionine transmembrane transporter activity	GO:0009086//methionine biosynthetic process;GO:0015806//S-methylmethionine transport;GO:0003333//amino acid transmembrane transport
b0080	1005	1329	1128	1321	1226	1311	1207	1277	1373	1372	1412	99.8%	99.7%	99.7%	99.7%	99.3%	99.7%	99.6%	99.8%	99.7%	99.6%	172.730789463051	156.352335280351	170.55148708383	172.525858363164	162.679235430674	144.712056742257	173.734294780281	163.720147299792	169.079421070756	173.37052261194	cra	transcriptional repressor-activator for carbon metabolism; 	K03435|1|0.0|662|sbc:SbBS512_E0073|LacI family transcriptional regulator, fructose operon transcriptional repressor	GO:0005622//intracellular	GO:0003677//DNA binding;GO:0003700//sequence-specific DNA binding transcription factor activity	GO:0009750//response to fructose;GO:0006355//regulation of transcription, DNA-templated;GO:0006096//glycolytic process
b4472	3801	1615	1221	1582	1341	881	1338	1226	1582	1517	1575	99.84%	99.87%	99.89%	99.87%	99.92%	99.97%	99.89%	99.84%	99.84%	99.89%	55.4990431823201	44.7485666295812	54.0041785150072	49.8954216017954	28.9050371236956	42.4152226937065	44.1014959026831	49.877681859972	49.429977605471	51.1315916527437	yhdP	DUF3971-AsmA2 domains protein; 	-	-	-	-
b1053	1227	95	59	87	44	101	97	72	70	98	93	98.7%	90.63%	97.8%	98.21%	99.43%	99.02%	97.88%	95.76%	98.13%	95.52%	10.1132299312526	6.69836460406834	9.20011899383147	5.07151719323588	10.2653155466475	9.52556356024178	8.0232191319822	6.83677249892729	9.89200245523983	9.35287239652958	mdtG	putative drug efflux system protein; 	K08161|1|0.0|712|ecoh:ECRM13516_1299|MFS transporter, DHA1 family, multidrug resistance protein	GO:0005887//integral component of plasma membrane	GO:0022857//transmembrane transporter activity	GO:0046677//response to antibiotic;GO:0055085//transmembrane transport
b4281	231	37	41	36	22	54	48	37	33	51	48	93.94%	96.1%	98.27%	93.51%	99.13%	93.51%	98.7%	91.34%	99.13%	96.54%	20.9218740327609	24.7248241350698	20.2213094589005	13.4691592989187	29.1525985808483	25.0376039382336	21.9003201883634	17.1198364411914	27.3439278046445	25.6410544461205	yjhD	-	-	-	-	-
b3401	879	1864	1773	1324	1220	2228	1680	1662	1224	2081	2000	99.77%	99.77%	99.54%	99.77%	99.66%	99.66%	99.77%	99.77%	99.66%	99.89%	276.992411786192	280.983743922739	195.441984899127	196.291161113934	316.098040837821	230.294684687848	258.525189169414	166.874583194685	293.214813600537	280.768087649499	hslO	heat shock protein Hsp33; 	K04083|1|1e-148|528|sdz:Asd1617_04858|molecular chaperone Hsp33	GO:0005737//cytoplasm	GO:0051082//unfolded protein binding	GO:0006457//protein folding;GO:0009408//response to heat
b1567	183	3	6	4	4	9	2	7	7	3	6	81.97%	98.36%	87.43%	79.78%	90.16%	80.87%	75.96%	96.72%	79.78%	77.6%	2.14131719165608	4.56732057193212	2.83613994232302	3.09128246204691	6.13319696919485	1.3168685131448	5.23007203434997	4.58399992141191	2.03035915232172	4.04582211547392	intK	-	-	-	GO:0003677//DNA binding	GO:0015074//DNA integration
b0944	711	105	110	113	83	133	120	105	114	109	107	95.36%	98.73%	99.72%	96.06%	95.5%	96.62%	98.17%	96.06%	97.33%	97.19%	19.2899249121761	21.5518432051087	20.6218487578403	16.5096657229362	23.3280014116633	20.3364504561602	20.1920502591992	19.2146687483414	18.9871420587724	18.5703804132899	ycbF	putative periplasmic pilin chaperone; 	K07346|1|3e-22|108|eec:EcWSU1_01045|fimbrial chaperone protein	GO:0030288//outer membrane-bounded periplasmic space	-	GO:0006457//protein folding;GO:0043711//pilus organization;GO:0071555//cell wall organization
b0430	615	3539	3128	4643	3139	1616	1714	2196	2702	2856	2498	99.67%	99.67%	99.84%	99.84%	99.84%	99.84%	99.67%	99.67%	99.84%	99.84%	751.651079703289	708.521385113191	979.585442542139	721.848383597903	327.688902132982	335.814318349613	488.222668594693	526.511522680804	575.156178993303	501.214863668037	cyoC	cytochrome o ubiquinol oxidase subunit III; 	K02299|1|7e-101|369|ssj:SSON53_02225|cytochrome o ubiquinol oxidase subunit III [EC:1.10.3.-]	GO:0009319//cytochrome o ubiquinol oxidase complex;GO:0005886//plasma membrane	GO:0004129//cytochrome-c oxidase activity;GO:0004553//hydrolase activity, hydrolyzing O-glycosyl compounds;GO:0015453;GO:0009055//electron carrier activity;GO:0009486;GO:0016740//transferase activity;GO:0008827//cytochrome o ubiquinol oxidase activity	GO:0015990//electron transport coupled proton transport;GO:0019646//aerobic electron transport chain;GO:0005975//carbohydrate metabolic process
b2361	537	6	7	4	8	10	10	5	2	7	4	69.09%	81.01%	53.45%	73.56%	80.07%	91.81%	57.91%	26.26%	53.26%	49.53%	1.45944523677118	1.81587140057264	0.966505790400584	2.10690759983085	2.32231542595212	2.24382623748136	1.27308217915143	0.446327207032923	1.61445690510498	0.919162566271543	yfdR	CPS-53 (KpLE1) prophage; conserved protein; 	K06952|1|5e-91|336|eal:EAKF1_ch1465|uncharacterized protein	-	GO:0050897//cobalt ion binding;GO:0008252//nucleotidase activity;GO:0008081//phosphoric diester hydrolase activity	GO:0008152//metabolic process
b2605	483	188	140	245	157	137	177	212	197	248	235	97.72%	97.72%	98.34%	96.89%	98.34%	97.52%	98.96%	99.17%	98.34%	99.79%	50.8418748528197	40.3777615779507	65.8169432267354	45.9708263028311	35.372758503493	44.1559917280261	60.013568365762	48.8783736074595	63.5926982532568	60.0381573761063	yfiB	OM lipoprotein putative positive effector of YfiN activity; 	K03286|1|1e-23|111|sal:Sala_0237|OmpA-OmpF porin, OOP family	GO:0005886//plasma membrane;GO:0016021//integral component of membrane;GO:0009279//cell outer membrane	-	-
b3962	1401	2626	2414	4440	2720	2379	2579	2374	2497	2427	2559	99.93%	99.86%	99.86%	99.93%	99.93%	99.86%	99.79%	99.79%	99.79%	99.86%	244.831574348766	240.027203247428	411.209926112831	274.574724894445	211.763837966354	221.807749057202	231.687871392584	213.588594686356	214.552877533029	225.392143612907	sthA	pyridine nucleotide transhydrogenase, soluble; 	K00322|1|0.0|916|efe:EFER_3800|NAD(P) transhydrogenase [EC:1.6.1.1]	GO:0005737//cytoplasm	GO:0050660//flavin adenine dinucleotide binding;GO:0003957//NAD(P)+ transhydrogenase (B-specific) activity	GO:0055114//oxidation-reduction process;GO:0006739//NADP metabolic process;GO:0045454//cell redox homeostasis
